"path","size","sha256","runtime_classification"
"src/qlip/experimental/guidance/properties/base.py","317","11419c819032997aaf16eb4dab8ea9c9ea70331a7e5dcb540582d02e6419d3ec","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/density.py","1072","5158bb6a46edc1824b98e18bad3a477cfacd538aa021b53c7a52b0f8c6fa1814","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/dielectric_kappa.py","842","ce8621fec85e013b5aeb40604f2ce7db4695e85a7f2fd96fee9ba415580b9a7f","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/effective_mass.py","848","98f3fac7bef9bd722de2bfcadf25dc8576074bb6cb9620b82883adfb6ddb6a5c","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/elastic_c11.py","840","b243f47a3fc8ccc71b1aa73ebdf14c0bdb5761c63c802f5cc93bbdb87eaf2da7","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/energy.py","906","4221631f951a34ed246b99ce0b30ec4b1ae685dd992221c3aa20a2086c71ac11","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/hardness_index.py","1080","144ce4b6c125f4777c44c03da442ac88f5868afba0b6060f2b6d8100093c9d59","PYTHON_RUNTIME"
"src/qlip/experimental/guidance/properties/oxygen_vacancy.py","1101","b3eba6e4eaaa6d9ac31bba1809ae57904d0de26668b301408a2513b90a2c6739","PYTHON_RUNTIME"
"src/qlip/grids.py","930","1436d46394f32e2fff5bbf64a7ef2f7b6916eb0aa20a929611f496901989d491","PYTHON_RUNTIME"
"src/qlip/interactions/spheres.py","291","74830e420c6098c432b68c795f0b46fb6a1f4f6141ad942d39bd50510edd0000","PYTHON_RUNTIME"
"src/qlip/interactions/spp.py","19509","2acaea99706df81970fb427e5bee023b65edda90e1f3fdf11ac5bb26fe686390","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/O-O/O-O.POT","18543","45d0b5d18b7ebcf4ec5b34b37f510be6f4d7b39dfc5379ac8442d18820bab6eb","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/O-Sr/O-Sr.POT","18553","1082622447502233a736b148ef191dc33122195223a6370ce00776324acc34f7","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/O-Ti/O-Ti.POT","18535","f0bfa99dc765c7a2f3c632113c588a4516d253f78e18f12806d9c9c304a4556a","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/Sr-O/Sr-O.POT","18553","060af9740c106682e195bbd17ebd53b010d328e0011fb3dbcabed4417b00c8fb","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/Sr-Sr/Sr-Sr.POT","18521","f5492b8f04dd406b740d53e3406a2e05b99ef09575e6f0fc88c9ee1d489398a6","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/Sr-Ti/Sr-Ti.POT","18523","574d60742a956d3ba0dfe789c4e83dfd4c839174278e992a748516bce00b1388","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/Ti-O/Ti-O.POT","18535","cc34012718ce3a853597630d389d81e321f6c6d6dfbf27b692794da15ebec879","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/Ti-Sr/Ti-Sr.POT","18523","392e9eb36a89c3a93c20a33b5c7f9768a5b64b6b1b5d45668c1d7023fbe99e2b","PYTHON_RUNTIME"
"src/qlip/interactions/SPP/SPP/Ti-Ti/Ti-Ti.POT","18525","57cf57d594f16ee75deb1113be0b0d612d1b11a45e89f79e7543546263af7c5a","PYTHON_RUNTIME"
"src/qlip/mcp/__init__.py","14","0abc22df692cb0bc6ccd8488a9ff7b1b897e2ca753cee33e9b12a75af95b2dbf","PYTHON_RUNTIME"
"src/qlip/mcp/boundary.py","20004","0b6fafa3ca3f9409d07a82cc10feae237015f15e12f12f301d226eeada584789","PYTHON_RUNTIME"
"src/qlip/mcp/normalize.py","15649","c83dd7cb773e5491b25435716dd628c7ae9297f9d7fb52940b80ab824ee3f8df","PYTHON_RUNTIME"
"src/qlip/mcp/server.py","50246","63e468c70f252b42624bd9f82153550fc9955fa5bedb5767f9951476e3efe81b","PYTHON_RUNTIME"
"src/qlip/motifs.py","5582","2ab8e611c7c276bbf7c6b901ea39631ba157c489dcc05b2e820cb3ff6c4583b4","PYTHON_RUNTIME"
"src/qlip/paper_diversity/__init__.py","885","38d02aba3374e4a69acd14c62b568f4da3eac687125de3b2f251ce7661f1d69b","PYTHON_RUNTIME"
"src/qlip/paper_diversity/record_identity.py","5008","976789db75d5721b542d32f114b4cd41c5136525c4479aa46730da62f516ca83","PYTHON_RUNTIME"
"src/qlip/paper_diversity/smoke_preparation.py","8833","54c56fc845ea18471abf47a33450a900bfad89b00cc88a4c01e74358a61f73a0","PYTHON_RUNTIME"
"src/qlip/plugins/__init__.py","128","f0d478277484cc13ce90f97a923d23bf01d3ec8190de6ceced13a29fd6648f4c","PYTHON_RUNTIME"
"src/qlip/plugins/base.py","995","7ae3a3713a7e06714f46fef30cec2a1bcd07e63a5825b0da12da0f0bd93f3fa6","PYTHON_RUNTIME"
"src/qlip/plugins/registry.py","8736","05d371b7794b271445c6df89b71f806a6c08ad1bd7017aaf780d05611036439a","PYTHON_RUNTIME"
"src/qlip/scaffolds/__init__.py","580","87ee6119481a140b960e21c24090ed9958b931c5e0a130896f39ae5ee3235a7a","PYTHON_RUNTIME"
"src/qlip/scaffolds/__main__.py","1042","58a043bec1e69502be55b395aff91ec7e21c810d9e1672c07fd1581a1963a3fd","PYTHON_RUNTIME"
"src/qlip/scaffolds/exclusion.py","6460","4c9b35f49bd5ab0ca3c9f701a8da2b7bf26361cd7bb3bcc3e072a2f43a3a2ac8","PYTHON_RUNTIME"
"src/qlip/scaffolds/multi.py","5667","8ab2dd545ba6a018b22768cfada4bdc76efb75b71aeeef302a5b231454b83405","PYTHON_RUNTIME"
"src/qlip/scaffolds/occupation.py","8042","8b38e62fc629262add6fe26bc4856c63337f33d140fb6d66eb1b429430ad61de","PYTHON_RUNTIME"
"src/qlip/scaffolds/registry.py","16195","52a48a138007a7a31089a0e948c7de96dfbc4d18aa9c8a9d1b3f2eb464f4ccda","PYTHON_RUNTIME"
"src/qlip/scaffolds/schema.py","1208","422a6c8f2c7cc41faa48d55cfbe7a203b7c45d632d2ed8c46f97a0e05cf1b740","PYTHON_RUNTIME"
"src/qlip/scaffolds/topk.py","7755","02eb6d342ee928158b7d98287229e4176144320dc9d04eae7d42f35afa76de55","PYTHON_RUNTIME"
"src/qlip/spp/baseline_tasks.py","412","800280c5b2b0a6027c10c62e2d5c720c4570383af5fc627465bd3ab59bc196f0","PYTHON_RUNTIME"
"src/qlip/spp/e2e_runner.py","6693","5d6fa8fac03a56be1d76cbcc57c17af14bb9a4d1a18889b4ace15e73edb884c6","PYTHON_RUNTIME"
"src/qlip/spp/e2e_task.py","2423","c35fe7859df6f44e422a0e8fe32b01f2856fb1690fcc0116fa50ac816f64a829","PYTHON_RUNTIME"
"src/qlip/spp/solve_artifacts.py","787","ba372c68c52f7499a411e343363839245c8b23d0d94dc9fa2878a6a641949f33","PYTHON_RUNTIME"
"src/qlip/spp/spacegroup.py","806","2e9ea484a77d74c245d1bb34f963f71c2dbaed0a0af61ad65e3e990cb27a8c77","PYTHON_RUNTIME"
"src/qlip/spp/sweep_runner.py","3140","40363b61cf2cfbfe48cf32f91533920d3a01118970951b8d06d493afe6d94efa","PYTHON_RUNTIME"
"src/qlip/spp/visual_metrics.py","13858","3f39c608d3553eb1aebc773fb14da6766c1374bd76050e0f80b6df14fd0ba22d","PYTHON_RUNTIME"
"src/qlip/visualization/__init__.py","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","PYTHON_RUNTIME"
"src/qlip/visualization/plot.py","12664","0387da9e66c8fecfa601b6ce15087a5991817138cc02969247ca51c69b7a9a33","PYTHON_RUNTIME"
"src/qlip/visualization/vesta.py","5052","0079a368ef8efa9277df52ca1f9fa25d618402690ed3f319ed1d856ae40f1942","PYTHON_RUNTIME"
"tests/conftest.py","208","00e2ea3866dfd95518d566cf469a29fa95c2af91eea7780d8030842d2b2b8ce8","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/01_shapes_arguments_string_bool.json","195","3f889e5c753817828e3996676428808ae0cef2b444e1f07f6a6633dba8afa464","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/02_shapes_wrong_tool_wrapper.json","253","1eeaef489412d3038b296eb8816de407b5d8f322e2a5769d391e95c5295f1f0b","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/03_list_constraints_form_mode.json","264","2d8e670a0281274f3e63203881c8c04848bb690e1a548485c6d27c66d0be2584","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/04_validate_request_unknown_key.json","823","41809b6d3770ff485227ba9a88331fc22f070e80326c56c9797ae2358779e5a7","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/05_validate_request_constraints_object.json","816","7cbfb4e0984c6567a1474f4615b62f0b2b8b9002ef331effb0305bf3fd5c8a3e","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/06_shapes_arguments_json_string.json","195","1fc6d36955c880d4a504e0b07b55da5f5c9ceee617c91cd5b65da76caa2df437","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/07_validate_request_excess_depth.json","645","20f0a7808744a759f829972a79eb40512cf49ab2e138fab7cd4f6c87b41c2ade","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/08_tool_calls_openai_style.json","268","f6aee414dac38d43c45a18dc9da16918f9acc38ec8d7a095bc50551e8b299f9f","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/09_function_arguments_json_string.json","253","493d0be817075fb638a2c91e43a3fcc9235e148e08ea1763b744bdee1f75dd17","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/10_unknown_tool_suggestion.json","252","ec7ead99b9ac2ad89bf887b0ec7582b6d766d53be74acfb16e76e72b2738fda0","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/11_shapes_unknown_key_dropped.json","218","34ff4ffd08541cf68ddee185a0f2b681bd85553d872c9cb9d52d8552da833e01","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/12_validate_request_unknown_key_still_errors.json","820","cbe1887bad0b99166fde1e1f951340e25281e4d27cc840bfbc40f06a798de8ab","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/13_payload_string_too_long.json","270","f13aad72c9841dcb295998d3adec8f695191f1e705588ef5d8f770683645fca9","SOURCE_TEST"
"tests/fixtures/lmstudio_payloads/14_payload_total_string_bytes.json","567","4234eb3a2b34d195e5a21653b42b57ff312d8316bd50a209ad3f413ed9981289","SOURCE_TEST"
"tests/fixtures/spp_visual_candidates/SiO2_polymorph/cristobalite_like.cif","600","3041f6fec4e4b1eb71a54497596b38db80425c52c9f93a8baa3c2a2e3ad9f247","SOURCE_TEST"
"tests/fixtures/spp_visual_candidates/SiO2_polymorph/quartz_like.cif","595","70a23d00a4e0e12dc74cf0ad2984c1293659de399bf16ede01805c4133476c73","SOURCE_TEST"
"tests/fixtures/spp_visual_candidates/TiO2_polymorph/rutile_distorted.cif","730","2701cb5d7f39e43aab5cf8fc5d27aea3e2973fe7c85d12d5b6cbe8fe4dcb6cf1","SOURCE_TEST"
"tests/fixtures/spp_visual_candidates/TiO2_polymorph/rutile_ref.cif","724","91c5555d98822f67676a08993390d02e0afa1992015eec207495edbf7d28c299","SOURCE_TEST"
"tests/fixtures/spp_visual_candidates/ZrO2_polymorph/cubic_like.cif","593","fae77c16cd99db82b151763e3083d32305e8586d9015d889479d4b46cb8ce976","SOURCE_TEST"
"tests/fixtures/spp_visual_candidates/ZrO2_polymorph/monoclinic_like.cif","598","bf491e151092322b8090bc15e237fb9c5ccb42ab0b9225f05514f361dc82b4f2","SOURCE_TEST"
"tests/helpers/__init__.py","50","488be0971ea527b248269309be7c97528aba1a224952eda53ba854e066129696","SOURCE_TEST"
"tests/helpers/solve_test_support.py","2448","8f9f2e62d9cecbb8bc9a7f53ac4740f6872cfaec045db95e47cd98abccdb4d47","SOURCE_TEST"
"tests/test_base_data_build_validate.py","1512","f591602f0d79a2798fbd98158ca57014a326eb1bade81686b8bff0cd83b3a942","SOURCE_TEST"
"tests/test_base_data_registry.py","2448","0b566f0fecb20950e7424c0efc6d0a8799ee170342ae86345622ec7baa82bd69","SOURCE_TEST"
"tests/test_cli_writes_real_cif_from_core_result.py","1181","1faec6a4e7841f6d50e77d7b587e6dd541978accd7953d76f6411fabeb586ca6","SOURCE_TEST"
"tests/test_data_preflight.py","6106","71ee0ae20dead52a53a56987bff0009f437a680c0f4d6eef17ae7eaeede86faa","SOURCE_TEST"
"tests/test_distinct_requests_do_not_share_placeholder_output.py","1076","3cf46345637eb01b79d2980216175fbb1c702df7e6a7b2dfbbdd8de8980cb7d1","SOURCE_TEST"
